Early_Retirement|Genero|Enfermedad|Educacion|Estado_Civil|Salario|Empleado|Dependientes|Tasa_desempleo|Mercado|Credit_score|Gov_Bonos|Probabilidad_Retiro_Temprano|Predicted_Early_Retirement
0|0|1|5|0|16000|1|2|5.25041296|44437.16667|699|5.881666667|0.23665478753573452|0
0|0|0|5|0|22000|0|2|5.03775575|30100.5|782|7.96275|0.2101043204280361|0
0|0|1|4|0|24000|0|1|4.8864339|40418.0|614|6.365083333|0.03284569938133541|0
0|0|0|3|0|28000|0|1|4.53300508|44425.83333|783|5.8425|0.05436043720633367|0
0|1|0|3|1|26000|1|2|5.05485168|37846.16667|605|6.19875|0.541407082320587|1
0|0|1|3|1|29000|0|1|3.84357001|24066.16667|738|7.715833333|0.0353338661108584|0
0|1|0|3|1|29000|0|2|3.52061247|30573.16667|772|7.733416667|0.4294918079325688|0
0|1|0|3|0|34000|1|1|4.94709939|36093.16667|679|6.358333333|0.13570125536981947|0
0|0|0|3|1|17000|0|1|5.74138196|32076.33333|603|6.318333333|0.07988145626577554|0
0|1|0|4|0|19000|0|1|3.66114181|20563.0|722|8.315833333|0.16186776157859875|0
0|0|0|3|1|29000|0|2|4.70796553|36093.16667|682|6.358333333|0.20887644144453446|0
0|1|0|4|0|17000|1|2|5.19011599|32304.66667|704|7.193916667|0.5958379915433184|1
0|1|0|4|1|29000|0|1|4.3|44555.83333|754|5.981666667|0.09602837602813982|0
0|0|1|4|0|33000|1|1|4.38253338|26982.33333|728|8.568333333|0.04796515360155806|0
0|0|1|4|1|40000|1|1|4.82778981|41229.83333|721|5.91|0.02534024164885902|0
0|1|0|4|0|19000|0|2|3.41905047|12789.0|662|9.910833333|0.5388411012147795|1
0|1|1|5|1|16000|0|1|4.3|44555.83333|632|5.981666667|0.08848516792892204|0
0|0|0|4|0|33000|0|2|5.39200968|40243.16667|693|6.096666667|0.13246054072237332|0
0|1|1|4|0|33000|1|1|4.78107286|39064.0|637|5.945|0.06919028957373535|0
0|1|1|4|1|32000|0|2|5.77682986|27335.5|609|8.079916667|0.19122351999277518|0
0|1|0|5|1|15000|0|2|3.41905047|12789.0|611|9.910833333|0.5567725549282587|1
0|1|1|4|1|20000|0|2|2.96690257|16516.83333|609|8.589166667|0.3628789623623962|0
0|1|0|5|1|32000|0|1|5.02379729|42063.16667|728|5.414833333|0.05399171730063104|0
0|1|1|4|0|40000|1|1|4.90678778|44426.0|603|5.095083333|0.045918263436808604|0
0|1|0|4|1|15000|1|1|4.58965589|41661.66667|611|6.199|0.28990145456621363|0
0|1|1|4|0|32000|0|3|3.46001951|18716.66667|634|8.200833333|0.5465604407916054|1
0|0|1|3|0|26000|0|1|5.30387327|40216.83333|746|5.3995|0.026271303658391143|0
0|1|1|5|1|31000|0|2|4.94709939|36093.16667|678|6.358333333|0.14879035163557505|0
0|1|0|5|1|39000|1|3|4.94709939|36093.16667|646|6.358333333|0.6482780899373455|1
0|0|0|5|1|31000|0|2|4.84510369|39064.0|613|5.945|0.1328590859808861|0
0|0|0|5|1|19000|0|3|4.15050313|42857.16667|651|5.604166667|0.5819037752363874|1
0|0|1|4|1|28000|0|1|3.38752413|16516.83333|640|8.589166667|0.03519562222782525|0
0|0|0|3|0|18000|1|2|4.94922646|19439.0|621|8.024166667|0.45565522618060833|0
0|0|1|5|1|38000|1|2|3.63669268|30115.33333|611|7.608333333|0.13558001577690648|0
0|1|0|4|1|27000|0|1|4.98532915|40216.83333|731|5.3995|0.08063687915845555|0
0|1|0|3|0|37000|1|2|5.24425019|36600.0|699|7.11|0.41518029255339134|0
0|1|1|3|0|16000|1|1|3.41905047|12789.0|711|9.910833333|0.2649948690614905|0
0|0|1|4|0|16000|0|1|4.78069453|36109.5|642|6.61|0.04694444101508428|0
0|1|1|3|0|24000|0|1|4.3|44555.83333|616|5.981666667|0.08660132591825702|0
0|0|1|4|1|20000|0|1|5.03775575|30100.5|759|7.96275|0.04450271797118662|0
0|0|1|4|1|34000|1|3|4.87568406|44426.0|737|5.095083333|0.3977060558467533|0
0|0|1|3|0|25000|0|3|4.06666964|29309.33333|775|7.521666667|0.4779558726803068|0
0|1|0|3|1|40000|1|1|2.93965649|19520.66667|688|8.896666667|0.16912024115373486|0
0|1|0|5|1|17000|1|1|4.94709939|36093.16667|726|6.358333333|0.19907660462072707|0
0|0|0|4|0|40000|1|2|3.65529884|18716.66667|623|8.200833333|0.2138778631343907|0
0|1|0|3|1|31000|0|1|4.26439053|21536.0|625|8.66|0.12917490755450362|0
0|0|0|4|1|36000|1|1|4.72142055|22755.0|735|7.940833333|0.05973926755386636|0
0|1|1|3|1|39000|1|2|3.71008358|27256.0|728|7.8225|0.3069879888173826|0
0|0|0|3|1|18000|0|2|5.74138196|32076.33333|651|6.318333333|0.2716054910820647|0
0|1|0|4|1|19000|0|1|5.02379729|42063.16667|704|5.414833333|0.12098470521494334|0
0|0|0|3|0|35000|1|2|4.32400469|14487.16667|751|8.983333333|0.28864839457547425|0
0|1|1|4|0|16000|1|1|2.93965649|19520.66667|787|8.896666667|0.21328342948718043|0
0|0|0|4|0|21000|0|2|3.63669268|30115.33333|633|7.608333333|0.2946983184755803|0
0|0|1|5|1|29000|1|2|4.06666964|29309.33333|704|7.521666667|0.1762870963783972|0
0|1|0|4|0|34000|1|1|4.26439053|21536.0|628|8.66|0.15185271817787513|0
0|1|0|3|0|39000|1|1|3.41905047|12789.0|771|9.910833333|0.1660708038116984|0
0|0|0|4|1|29000|0|1|5.11135844|32304.66667|694|7.193916667|0.046200819008089686|0
0|0|1|5|1|30000|0|1|5.39200968|40243.16667|741|6.096666667|0.0173336438674266|0
0|0|0|5|1|15000|0|1|4.98618179|42063.16667|626|5.414833333|0.0635629145738467|0
0|1|0|5|1|19000|0|2|2.96690257|16516.83333|716|8.589166667|0.4527771367262649|0
0|0|0|5|1|18000|0|1|4.86656602|37332.5|731|7.508333333|0.07525491581986231|0
0|0|0|3|0|27000|1|1|4.15050313|42857.16667|796|5.604166667|0.09687869405884608|0
0|1|0|5|0|17000|0|1|2.96690257|16516.83333|782|8.589166667|0.15242061837613716|0
0|0|0|4|0|22000|0|2|4.38253338|26982.33333|763|8.568333333|0.28104442903355825|0
0|1|1|3|0|35000|1|1|2.93965649|19520.66667|664|8.896666667|0.12126942185237814|0
0|1|0|4|1|37000|1|2|4.6|44100.16667|687|6.0575|0.37892223457556284|0
0|1|1|3|1|20000|0|1|3.41905047|12789.0|684|9.910833333|0.14660788779112|0
0|0|1|3|0|23000|0|3|4.15050313|42857.16667|649|5.604166667|0.47657933700316557|0
0|1|0|3|1|16000|1|1|5.19011599|32304.66667|694|7.193916667|0.3063828904084461|0
0|1|1|4|1|26000|0|3|5.0356035|19439.0|656|8.024166667|0.5745664158622593|1
0|0|0|4|1|33000|1|3|4.38253338|26982.33333|770|8.568333333|0.6701271058607653|1
0|1|0|4|0|40000|1|1|5.77682986|27335.5|636|8.079916667|0.09596792063931277|0
0|0|0|5|1|15000|0|2|4.15050313|42857.16667|601|5.604166667|0.2738782567327905|0
0|1|0|3|0|19000|0|2|4.2|43587.5|603|6.165|0.516273026226702|1
0|1|1|5|1|33000|1|2|3.41905047|12789.0|791|9.910833333|0.31998761428761574|0
0|1|1|3|1|20000|0|2|4.78107286|39064.0|612|5.945|0.3230643874638571|0
0|1|1|3|1|34000|1|1|3.44487597|24066.16667|739|7.715833333|0.10410131773355408|0
0|1|0|5|1|25000|0|2|5.32080167|37332.5|687|7.508333333|0.34894569877555875|0
0|1|0|5|0|26000|0|2|5.23935845|44437.16667|742|5.881666667|0.2741999876741305|0
0|0|1|5|1|36000|1|1|4.69723033|41661.66667|733|6.199|0.027135396994486805|0
0|1|1|4|0|30000|1|2|4.3|44555.83333|601|5.981666667|0.3279931518440354|0
0|0|1|4|1|36000|1|1|4.53300508|44425.83333|607|5.8425|0.03551385769953588|0
0|0|0|4|1|25000|0|1|4.69723033|41661.66667|673|6.199|0.05737260192316093|0
0|1|0|4|1|19000|0|1|5.24425019|36600.0|675|7.11|0.15093952860733276|0
0|1|1|4|1|29000|0|2|4.3|44555.83333|711|5.981666667|0.2175034860537537|0
0|0|1|4|1|27000|0|2|4.68199486|37846.16667|735|6.19875|0.11246545352149691|0
0|0|0|4|1|39000|1|1|4.54175572|20563.0|677|8.315833333|0.05670056610988409|0
0|1|1|3|0|36000|1|1|3.96172167|26982.33333|733|8.568333333|0.10610464307733872|0
0|0|1|3|1|29000|1|2|3.59050539|12789.0|754|9.910833333|0.2956849190144794|0
0|0|1|3|0|17000|0|1|4.86656602|37332.5|688|7.508333333|0.06538470268863635|0
0|0|1|4|0|15000|1|2|6.74115103|27335.5|705|8.079916667|0.27835043550851013|0
0|1|1|5|0|34000|1|2|3.41905047|12789.0|718|9.910833333|0.3050162211831059|0
0|0|0|5|0|32000|0|3|4.34354688|27256.0|731|7.8225|0.43523949844955145|0
0|1|1|3|1|40000|1|2|4.78107286|39064.0|747|5.945|0.23079398059914819|0
0|0|1|4|1|17000|1|2|4.83260494|41912.16667|754|5.567416667|0.260882800961022|0
0|0|0|3|0|20000|0|1|3.38752413|16516.83333|736|8.589166667|0.09886045223548255|0
0|0|0|5|1|25000|0|1|5.22030741|36600.0|751|7.11|0.04650320508041251|0
0|0|0|4|1|29000|1|2|3.84357001|24066.16667|766|7.715833333|0.3110122146952478|0
0|1|0|5|1|32000|0|2|5.4584248|32076.33333|707|6.318333333|0.20257464344245263|0
0|0|1|4|1|35000|1|3|3.38752413|16516.83333|603|8.589166667|0.5091203547381078|1
0|0|0|3|0|19000|0|1|5.39200968|40243.16667|673|6.096666667|0.07696848804751673|0
0|1|1|3|1|25000|0|2|5.35522049|30100.5|725|7.96275|0.29854776173430997|0
0|1|0|5|1|16000|1|1|5.35396094|31577.33333|636|7.701083333|0.24270207996518262|0
0|1|0|5|1|38000|1|2|4.94709939|36093.16667|674|6.358333333|0.291836244360277|0
0|0|0|5|1|35000|1|2|4.06666964|29309.33333|632|7.521666667|0.22960207726726103|0
0|0|0|3|0|33000|1|1|4.94922646|19439.0|719|8.024166667|0.07465903779160582|0
0|1|0|3|1|20000|0|2|5.32080167|37332.5|753|7.508333333|0.5051828074065385|1
0|0|1|5|1|33000|1|1|4.84510369|39064.0|704|5.945|0.028207115780544665|0
0|1|1|5|0|20000|0|2|5.35396094|31577.33333|667|7.701083333|0.25202990418819726|0
0|1|0|5|1|32000|0|2|4.78107286|39064.0|768|5.945|0.22099222406605798|0
0|1|0|4|1|15000|1|1|5.77682986|27335.5|701|8.079916667|0.27633674009347764|0
0|0|0|5|1|20000|0|3|4.8864339|40418.0|661|6.365083333|0.5740937856985419|1
0|1|1|5|0|28000|1|1|5.36220735|35583.16667|791|6.431666667|0.06410400748412412|0
0|1|0|3|0|15000|0|2|3.46001951|18716.66667|732|8.200833333|0.5656497094554277|1
0|1|0|5|0|21000|0|1|3.46001951|18716.66667|670|8.200833333|0.1228219501680275|0
0|0|0|3|1|25000|0|2|4.86656602|37332.5|756|7.508333333|0.2865547867602256|0
0|1|0|4|1|38000|1|2|3.66114181|20563.0|636|8.315833333|0.41365915167341033|0
0|0|0|4|1|19000|0|2|4.38253338|26982.33333|628|8.568333333|0.34113321593893714|0
0|0|0|5|1|19000|0|2|4.34354688|27256.0|782|7.8225|0.24800241180270557|0
0|0|1|5|1|22000|0|2|3.78502178|30804.0|686|8.431666667|0.1787082023899998|0
0|1|0|5|0|18000|0|2|4.58965589|41661.66667|751|6.199|0.38381481286036534|0
0|0|0|5|1|30000|0|2|5.74138196|32076.33333|634|6.318333333|0.11828059928389369|0
0|1|1|5|1|32000|0|1|2.93965649|19520.66667|745|8.896666667|0.05438325467554662|0
0|0|1|4|0|19000|0|3|4.54175572|20563.0|792|8.315833333|0.48331551865732203|0
0|0|1|4|0|23000|0|2|4.84510369|39064.0|690|5.945|0.12418310411984108|0
0|1|1|3|1|19000|0|2|4.88226702|41912.16667|627|5.567416667|0.32315607587112144|0
0|1|1|3|0|38000|1|2|4.6|44100.16667|704|6.0575|0.27052443234292156|0
0|0|1|3|1|25000|0|2|5.03775575|30100.5|623|7.96275|0.18271459857558936|0
0|0|1|5|1|20000|0|2|4.70796553|36093.16667|755|6.358333333|0.12554839877726653|0
0|1|0|4|1|17000|1|1|5.34449117|22755.0|782|7.940833333|0.2370865713368024|0
0|1|0|4|0|22000|0|2|3.4686843|14487.16667|751|8.983333333|0.4447882640185602|0
0|1|0|4|1|24000|0|1|2.96690257|16516.83333|603|8.589166667|0.15450540858287742|0
0|0|0|3|1|28000|1|2|4.2|43587.5|646|6.165|0.3824496296290491|0
0|1|1|4|0|19000|0|1|5.32080167|37332.5|683|7.508333333|0.09180261661243931|0
0|1|1|4|1|33000|1|2|3.52061247|30573.16667|722|7.733416667|0.3421312808133383|0
0|1|1|3|1|18000|0|1|5.35396094|31577.33333|680|7.701083333|0.11497442452601324|0
0|1|1|4|1|28000|1|1|5.0356035|19439.0|600|8.024166667|0.09763424498574594|0
0|1|1|4|1|16000|1|1|5.19011599|32304.66667|789|7.193916667|0.15760220030478853|0
0|1|0|4|0|26000|0|2|5.34449117|22755.0|635|7.940833333|0.33609923721168444|0
0|0|0|3|0|29000|1|1|5.22030741|36600.0|669|7.11|0.10019837178389596|0
0|0|0|5|1|18000|0|2|4.53300508|44425.83333|728|5.8425|0.23848671526074244|0
0|1|1|3|1|33000|1|1|4.58965589|41661.66667|781|6.199|0.09353024567075388|0
0|0|0|3|1|29000|0|2|4.06666964|29309.33333|662|7.521666667|0.24792865560425456|0
0|1|0|5|1|37000|1|1|4.75727494|40418.0|675|6.365083333|0.09454397749514332|0
0|0|0|4|0|20000|0|2|4.54175572|20563.0|716|8.315833333|0.26590609412214133|0
0|1|0|5|0|36000|1|2|4.92918489|41229.83333|625|5.91|0.3067269225776181|0
0|0|0|3|0|15000|0|1|3.38752413|16516.83333|639|8.589166667|0.129320788773952|0
0|1|1|3|0|15000|0|1|4.29406689|44425.83333|629|5.8425|0.12531305936116655|0
0|0|0|5|1|39000|1|1|4.06666964|29309.33333|677|7.521666667|0.04885229495778617|0
0|0|0|3|1|25000|0|1|5.30387327|40216.83333|749|5.3995|0.05159627724930288|0
0|0|1|3|0|23000|0|1|3.63669268|30115.33333|721|7.608333333|0.05051896066218011|0
0|1|0|3|0|24000|0|1|4.3|44555.83333|797|5.981666667|0.13494018735473368|0
0|1|1|4|1|17000|1|1|5.36220735|35583.16667|619|6.431666667|0.14628523418205477|0
0|0|0|3|0|21000|0|3|4.84510369|39064.0|663|5.945|0.623229188807567|1
0|1|0|5|1|21000|0|1|5.05485168|37846.16667|796|6.19875|0.09457273334709337|0
0|1|1|5|1|19000|0|1|5.23935845|44437.16667|793|5.881666667|0.06191459794209515|0
0|1|1|4|1|28000|0|1|5.32080167|37332.5|629|7.508333333|0.06555672238296856|0
0|0|0|3|0|33000|1|1|4.78069453|36109.5|687|6.61|0.07815995671558965|0
0|0|0|3|1|21000|0|2|4.72142055|22755.0|673|7.940833333|0.302630879777834|0
0|1|1|4|1|26000|1|2|5.35522049|30100.5|741|7.96275|0.3742164790437011|0
0|0|0|3|0|17000|0|3|5.03775575|30100.5|716|7.96275|0.7158046147025581|1
0|0|1|3|0|20000|0|2|5.11135844|32304.66667|608|7.193916667|0.1923931577637556|0
0|0|1|4|0|15000|0|1|5.1950095|31577.33333|717|7.701083333|0.0520760400983779|0
0|1|0|5|1|39000|1|2|5.36220735|35583.16667|737|6.431666667|0.26520367828825464|0
0|1|1|5|1|32000|0|2|4.28381716|42857.16667|797|5.604166667|0.14117892673844343|0
0|0|0|5|1|34000|1|2|3.38752413|16516.83333|754|8.589166667|0.24106951877170318|0
0|0|1|5|0|26000|0|3|3.70537487|30373.83333|601|7.9825|0.4247645975567717|0
0|0|1|3|1|18000|1|1|4.2|43587.5|607|6.165|0.11071706945327238|0
